ProductID,StoreID,Date,QuantitySold,StockLevel,StockPoints,MissingPoints
359,52,2024-06-08,22,41,41,0
64,70,2024-06-13,25,74,74,0
535,95,2024-08-09,22,9,9,13
218,74,2024-04-08,22,27,27,0
430,63,2024-05-20,49,6,6,43
212,88,2024-06-06,42,13,13,29
269,18,2024-01-17,6,76,76,0
829,52,2024-05-02,15,68,68,0
338,34,2024-10-04,43,60,60,0
578,93,2024-09-27,37,50,50,0
567,50,2024-08-01,33,41,41,0
486,5,2024-04-11,8,7,7,1
344,50,2024-12-24,44,49,49,0
683,67,2024-12-24,44,0,0,44
49,9,2024-04-08,5,68,68,0
100,69,2024-09-16,39,10,10,29
784,90,2024-01-25,4,47,47,0
460,83,2024-08-26,6,9,9,0
125,81,2024-02-01,45,14,14,31
858,37,2024-08-14,32,46,46,0
442,79,2024-03-09,30,92,92,0
1,83,2024-07-23,47,24,24,23
959,92,2024-08-11,35,5,5,30
203,36,2024-07-24,40,10,10,30
689,29,2024-02-25,16,16,16,0
132,71,2024-08-28,13,14,14,0
650,50,2024-02-21,42,15,15,27
159,49,2024-04-28,30,55,55,0
933,29,2024-12-02,19,65,65,0
275,91,2024-06-12,17,35,35,0
655,57,2024-04-21,19,82,82,0
251,27,2024-10-11,28,37,37,0
372,59,2024-08-14,26,84,84,0
904,4,2024-04-05,37,74,74,0
166,43,2024-05-06,26,2,2,24
397,81,2024-08-19,23,97,97,0
306,5,2024-11-06,9,17,17,0
700,1,2024-07-09,12,78,78,0
235,57,2024-12-14,1,88,88,0
656,88,2024-01-14,1,53,53,0
704,93,2024-05-20,47,78,78,0
2,40,2024-03-25,34,93,93,0
477,55,2024-03-26,32,16,16,16
133,13,2024-01-05,48,81,81,0
227,75,2024-08-24,25,94,94,0
680,46,2024-09-16,40,81,81,0
10,81,2024-05-19,45,98,98,0
696,81,2024-12-23,1,12,12,0
818,50,2024-11-29,16,62,62,0
989,60,2024-07-26,39,13,13,26
423,79,2024-02-15,5,58,58,0
133,82,2024-12-05,22,35,35,0
71,57,2024-11-12,29,17,17,12
384,91,2024-03-31,3,4,4,0
731,87,2024-03-14,12,13,13,0
103,66,2024-04-28,26,24,24,2
314,38,2024-10-18,16,43,43,0
881,59,2024-07-14,37,38,38,0
138,14,2024-04-08,22,11,11,11
774,3,2024-03-21,29,60,60,0
754,85,2024-03-06,14,61,61,0
134,3,2024-10-05,28,52,52,0
993,16,2024-04-04,5,52,52,0
143,37,2024-04-07,47,27,27,20
531,81,2024-05-17,49,34,34,15
9,36,2024-07-05,30,64,64,0
651,20,2024-05-28,46,2,2,44
441,44,2024-08-02,5,42,42,0
723,10,2024-04-10,12,49,49,0
629,44,2024-11-29,16,70,70,0
152,58,2024-10-16,26,8,8,18
412,100,2024-11-16,26,35,35,0
687,86,2024-08-20,48,22,22,26
860,82,2024-05-30,21,87,87,0
87,15,2024-02-11,39,73,73,0
101,64,2024-12-23,36,49,49,0
753,26,2024-08-12,33,54,54,0
590,4,2024-05-12,30,11,11,19
385,57,2024-06-19,37,82,82,0
964,40,2024-08-26,23,31,31,0
315,14,2024-01-07,10,23,23,0
140,67,2024-06-27,5,85,85,0
277,90,2024-10-29,36,66,66,0
85,11,2024-04-02,34,26,26,8
554,48,2024-02-04,31,60,60,0
601,21,2024-08-27,10,18,18,0
608,69,2024-11-19,19,72,72,0
779,78,2024-12-23,32,50,50,0
691,22,2024-01-11,1,63,63,0
848,38,2024-01-07,5,76,76,0
659,65,2024-09-25,45,1,1,44
302,24,2024-07-17,4,35,35,0
518,69,2024-12-24,16,92,92,0
510,70,2024-02-20,24,10,10,14
748,59,2024-06-09,16,97,97,0
296,25,2024-01-23,2,67,67,0
55,64,2024-01-12,49,67,67,0
898,51,2024-09-11,28,63,63,0
955,54,2024-07-13,32,0,0,32
495,95,2024-03-01,27,88,88,0
113,94,2024-02-24,20,25,25,0
500,46,2024-11-30,24,10,10,14
594,58,2024-08-01,12,86,86,0
529,16,2024-09-13,35,1,1,34
978,93,2024-01-25,33,82,82,0
987,43,2024-06-23,33,92,92,0
934,79,2024-12-28,43,39,39,4
132,50,2024-06-27,37,3,3,34
861,92,2024-08-10,12,79,79,0
569,57,2024-10-25,3,36,36,0
366,73,2024-01-13,1,60,60,0
683,34,2024-10-13,33,90,90,0
763,80,2024-01-07,40,4,4,36
955,61,2024-09-03,10,14,14,0
771,75,2024-01-07,43,86,86,0
17,36,2024-11-04,44,66,66,0
68,63,2024-09-05,29,81,81,0
263,85,2024-09-29,13,25,25,0
40,74,2024-08-15,12,5,5,7
61,88,2024-12-02,31,43,43,0
790,18,2024-10-03,46,57,57,0
507,73,2024-06-03,2,80,80,0
629,73,2024-10-18,35,45,45,0
502,50,2024-06-11,23,41,41,0
416,88,2024-08-26,17,47,47,0
702,69,2024-09-09,26,26,26,0
83,87,2024-05-29,8,19,19,0
537,81,2024-01-11,29,69,69,0
617,44,2024-05-27,26,34,34,0
278,11,2024-05-25,10,75,75,0
310,23,2024-02-21,26,47,47,0
512,86,2024-06-08,34,66,66,0
204,94,2024-02-19,41,67,67,0
809,28,2024-05-30,7,51,51,0
537,3,2024-08-01,4,67,67,0
391,22,2024-01-24,45,3,3,42
635,97,2024-11-05,11,38,38,0
835,40,2024-01-25,29,20,20,9
682,67,2024-10-16,36,65,65,0
67,13,2024-11-12,25,15,15,10
699,39,2024-07-02,21,6,6,15
730,47,2024-08-18,36,82,82,0
847,92,2024-03-05,10,96,96,0
58,28,2024-11-28,37,8,8,29
87,4,2024-10-14,9,16,16,0
435,67,2024-10-25,24,90,90,0
454,98,2024-04-10,35,96,96,0
609,28,2024-12-02,49,11,11,38
310,93,2024-10-24,35,56,56,0
742,34,2024-12-03,48,44,44,4
741,37,2024-08-30,36,10,10,26
120,9,2024-07-01,18,12,12,6
708,56,2024-05-20,49,30,30,19
702,24,2024-06-27,39,76,76,0
164,8,2024-05-05,32,25,25,7
954,13,2024-02-14,24,62,62,0
524,2,2024-06-03,23,30,30,0
783,1,2024-07-12,32,21,21,11
721,14,2024-08-10,37,5,5,32
167,87,2024-11-25,12,19,19,0
127,14,2024-07-16,49,84,84,0
782,72,2024-08-22,13,9,9,4
269,17,2024-04-07,23,82,82,0
887,48,2024-05-17,25,34,34,0
772,65,2024-11-28,35,25,25,10
30,68,2024-09-07,41,70,70,0
808,34,2024-12-17,30,36,36,0
272,36,2024-10-26,17,7,7,10
64,80,2024-09-29,49,4,4,45
713,94,2024-08-25,20,43,43,0
577,98,2024-12-07,48,99,99,0
78,95,2024-06-13,25,91,91,0
456,45,2024-10-24,22,66,66,0
361,94,2024-08-11,13,71,71,0
500,42,2024-06-12,19,78,78,0
567,49,2024-04-07,49,90,90,0
368,28,2024-02-08,36,48,48,0
256,21,2024-02-09,12,35,35,0
103,22,2024-03-07,41,79,79,0
574,70,2024-01-15,19,25,25,0
723,22,2024-12-23,12,44,44,0
229,76,2024-07-10,9,60,60,0
509,82,2024-12-08,7,43,43,0
45,100,2024-07-03,28,3,3,25
863,46,2024-01-25,14,75,75,0
245,74,2024-12-31,31,80,80,0
472,14,2024-12-16,19,57,57,0
383,45,2024-08-19,47,25,25,22
151,97,2024-09-21,16,94,94,0
932,61,2024-03-02,5,78,78,0
858,77,2024-08-18,35,97,97,0
553,58,2024-10-08,12,28,28,0
914,8,2024-03-18,25,8,8,17
741,96,2024-10-10,21,77,77,0
420,12,2024-12-28,36,35,35,1
322,2,2024-04-20,23,3,3,20
417,38,2024-04-03,16,58,58,0
721,49,2024-01-11,39,36,36,3
272,76,2024-07-06,45,87,87,0
78,7,2024-09-20,42,80,80,0
373,20,2024-02-28,39,12,12,27
503,63,2024-05-03,14,19,19,0
902,26,2024-11-23,31,16,16,15
180,100,2024-02-16,5,50,50,0
805,53,2024-12-16,35,90,90,0
982,96,2024-08-30,23,54,54,0
955,57,2024-07-18,29,32,32,0
69,79,2024-05-05,43,20,20,23
466,98,2024-02-19,11,80,80,0
283,93,2024-12-04,18,21,21,0
845,35,2024-03-20,47,24,24,23
328,88,2024-12-14,12,66,66,0
554,7,2024-04-23,9,90,90,0
8,91,2024-03-08,10,90,90,0
201,48,2024-03-23,44,11,11,33
564,12,2024-01-30,17,14,14,3
304,3,2024-11-15,38,83,83,0
623,19,2024-04-23,7,85,85,0
464,57,2024-10-26,46,1,1,45
592,56,2024-08-01,13,3,3,10
494,7,2024-06-14,40,44,44,0
773,46,2024-09-23,42,12,12,30
196,4,2024-10-28,9,54,54,0
901,81,2024-04-04,27,31,31,0
761,99,2024-08-16,2,21,21,0
246,6,2024-08-17,5,88,88,0
7,63,2024-07-28,29,90,90,0
411,85,2024-07-14,37,54,54,0
233,47,2024-07-05,38,16,16,22
347,85,2024-08-28,19,69,69,0
840,91,2024-03-24,8,50,50,0
878,11,2024-10-16,48,79,79,0
951,14,2024-09-17,45,7,7,38
2,48,2024-03-04,1,60,60,0
658,20,2024-05-18,22,96,96,0
850,95,2024-01-14,17,9,9,8
728,95,2024-10-29,7,97,97,0
104,75,2024-08-01,25,18,18,7
530,52,2024-11-15,45,13,13,32
239,6,2024-04-23,4,66,66,0
493,98,2024-10-04,36,54,54,0
60,16,2024-03-02,6,60,60,0
997,70,2024-07-07,31,55,55,0
712,67,2024-05-06,19,62,62,0
94,100,2024-08-23,44,86,86,0
922,61,2024-12-06,39,10,10,29
898,83,2024-11-01,27,46,46,0
520,70,2024-08-31,10,5,5,5
701,53,2024-07-25,26,33,33,0
373,42,2024-07-15,19,64,64,0
975,72,2024-09-11,39,98,98,0
85,1,2024-12-02,3,88,88,0
96,6,2024-04-08,45,63,63,0
134,16,2024-01-29,13,92,92,0
820,3,2024-06-09,28,86,86,0
75,66,2024-07-28,20,81,81,0
568,48,2024-01-30,28,77,77,0
435,88,2024-12-18,8,80,80,0
965,95,2024-07-12,41,65,65,0
237,13,2024-05-31,39,30,30,9
261,59,2024-04-12,1,82,82,0
316,76,2024-06-10,3,95,95,0
801,28,2024-01-02,13,61,61,0
701,18,2024-01-03,28,53,53,0
736,60,2024-03-02,49,91,91,0
319,65,2024-10-31,25,7,7,18
272,33,2024-02-07,33,41,41,0
75,42,2024-07-24,38,40,40,0
203,4,2024-06-26,6,58,58,0
780,24,2024-11-18,44,39,39,5
585,8,2024-06-02,45,21,21,24
156,33,2024-11-01,32,23,23,9
165,63,2024-09-29,45,37,37,8
467,78,2024-07-18,47,1,1,46
407,63,2024-02-24,21,40,40,0
536,73,2024-07-27,16,18,18,0
965,95,2024-10-24,21,1,1,20
208,12,2024-01-21,11,91,91,0
309,37,2024-02-12,37,95,95,0
266,79,2024-03-04,36,61,61,0
120,3,2024-07-05,35,82,82,0
158,17,2024-01-08,19,15,15,4
687,2,2024-10-11,20,93,93,0
827,94,2024-07-16,18,21,21,0
697,53,2024-01-13,47,13,13,34
41,6,2024-11-18,41,55,55,0
836,44,2024-03-29,49,64,64,0
328,1,2024-03-03,14,44,44,0
92,61,2024-07-08,15,53,53,0
249,94,2024-10-25,31,65,65,0
356,47,2024-06-18,1,85,85,0
514,2,2024-05-14,3,45,45,0
678,96,2024-08-24,16,32,32,0
261,74,2024-09-20,23,78,78,0
991,13,2024-06-15,11,49,49,0
32,23,2024-02-25,12,21,21,0
405,3,2024-07-03,10,39,39,0
453,45,2024-10-30,32,38,38,0
749,63,2024-08-15,16,40,40,0
250,43,2024-01-07,8,74,74,0
463,65,2024-06-02,38,67,67,0
804,52,2024-11-24,12,6,6,6
140,79,2024-08-23,24,84,84,0
12,33,2024-08-30,28,70,70,0
831,69,2024-06-04,8,3,3,5
983,34,2024-11-19,28,75,75,0
131,100,2024-03-26,36,90,90,0
824,59,2024-12-22,26,58,58,0
373,58,2024-12-05,8,80,80,0
631,10,2024-01-19,28,83,83,0
